X1,X2,class
381.5,713.5,0
852.5,30,0
213.5,553.5,1
-527.5,-928,0
-262,-419.5,1
-960,-945,0
-21.5,203,1
-86.5,698,1
-331,901.5,0
795,398,0
342,-313.5,1
110,350,1
-907,-948.5,0
-367.5,231.5,1
-225,-583.5,1
-544.5,16.5,1
-887.5,-233,0
-199.5,-845,0
845,111.5,0
599.5,-614,0
704,727.5,0
-152.5,583,1
-445.5,-550.5,1
309,-311.5,1
-126.5,-956.5,0
-938,898,0
908.5,-709,0
203.5,-849,0
-430,748,0
616.5,-258.5,1
496,277,1
310,-166,1
126,898,0
267.5,297.5,1
188,13.5,1
967.5,-991.5,0
-350.5,-64.5,1
-479.5,934.5,0
-681,191.5,1
183,-718,1
237.5,306,1
573.5,-895,0
389,162.5,1
-593.5,694,0
-204.5,561,1
-775,-482,0
940.5,150,0
937.5,-809,0
-511,420,1
-95,-389.5,1
173,827,0
384,-752,0
-678,-803.5,0
908.5,-887.5,0
-678,548.5,0
-384,284,1
-680,397,1
-610.5,795.5,0
217,85.5,1
-613,-292.5,1
-515,752.5,0
975.5,-519,0
807,-15.5,0
995.5,-166.5,0
-590,218.5,1
490.5,143,1
-21,318,1
481.5,890,0
-228.5,744,1
877,-75,0
-512,-182.5,1
843,-490.5,0
-908,-529.5,0
-30,-154.5,1
-986.5,-441,0
564.5,239,1
-582,11.5,1
-898,-239.5,0
-510,919,0
318.5,708,1
492.5,-984,0
118,-960.5,0
-883,281.5,0
-700.5,-646,0
-232.5,-158.5,1
81.5,85,1
374,-151,1
-403,543.5,1
866.5,805,0
329.5,-511,1
655.5,176.5,1
108,486.5,1
971,309.5,0
713,966,0
15.5,-459,1
-668.5,-601,0
-328,-121,1
-685,162,1
-499.5,520.5,1
-677.5,267,1
67,257,1
-444.5,882.5,0
760.5,-96.5,1
668.5,-719.5,0
720,-762.5,0
522,-397.5,1
987,487.5,0
314,-472,1
742,-406,0
-196,-384,1
-236.5,-141,1
-388,388.5,1
925.5,12,0
442.5,79.5,1
349.5,-7.5,1
427.5,750.5,0
610.5,-504,1
-997,-143,0
792.5,377,0
354.5,92.5,1
774,-199.5,1
-200,312.5,1
-242.5,-218,1
25.5,272,1
679,740,0
504,697,0
184.5,605.5,1
-588,-209,1
-807,-692,0
-425.5,950,0
-460,-976,0
-644,243.5,1
-767,-457,0
111,448.5,1
52,381.5,1
698,12,1
883,110.5,0
-863.5,-797,0
730.5,-457.5,0
-582,-830.5,0
767.5,486.5,0
-434.5,-260.5,1
344,586,1
198,613.5,1
-998,105.5,0
-474,-771.5,0
-156.5,638.5,1
-613.5,-540,0
457,957,0
703,132,1
679,645,0
-900,-945.5,0
-989.5,6.5,0
-235,546.5,1
613,-696.5,0
-605.5,-760.5,0
877,-360,0
-401,-846,0
-3,-456.5,1
700.5,982.5,0
632.5,312.5,1
250.5,83,1
-405.5,-182.5,1
173.5,765.5,1
134,-554.5,1
-878.5,413,0
925.5,-678.5,0
367.5,-100.5,1
22,849,0
-573,166,1
698,179.5,1
627,-284.5,1
-184.5,-305.5,1
-83.5,-258.5,1
-468.5,-78.5,1
-765.5,-27,1
-667.5,823.5,0
-648,415.5,1
269,-757.5,0
-56,228,1
-693.5,-394,1
987.5,-515.5,0
617,119,1
422.5,-984,0
192.5,-82,1
-658,-644,0
-670.5,-228,1
995.5,161,0
134,936,0
-918.5,288,0
-897,468,0
-485,941.5,0
93,-675,1
-341.5,-532,1
-251,358,1
-945.5,-937,0
746.5,128.5,1
256,316,1
208,790,0
-21,647,1
84.5,-563.5,1
-310,-927,0
48.5,-581,1
-880,-759,0
82,57,1
192,-646.5,1
-700.5,565.5,0
239,948.5,0
-295,-867,0
-158.5,-396,1
924,818.5,0
365,-145.5,1
-742,-479,0
903.5,950.5,0
-272,332,1
-92,-20.5,1
-751,-269.5,1
764.5,851,0
-981.5,-868.5,0
-527.5,-163.5,1
-87.5,-434,1
-213.5,305.5,1
-876.5,783.5,0
454,995,0
107.5,-312.5,1
-642,713,0
-754.5,-818.5,0
655.5,825.5,0
464.5,912.5,0
-406,618.5,1
591.5,-841.5,0
-130,-798,0
108,275,1
-887,893,0
391,-470,1
-509.5,-657.5,0
-49.5,-276,1
607.5,797,0
128,198,1
-747,567.5,0
-983,333,0
-1000,787,0
-280,734.5,1
341,-457.5,1
675.5,-674,0
417.5,947.5,0
333,904,0
845.5,-179.5,0
445.5,400.5,1
-174.5,-228.5,1
-191.5,-836,0
28.5,-739.5,1
-943,-903.5,0
837.5,180.5,0
994.5,-762,0
798.5,30.5,1
-587,460,1
306.5,690,1
-228.5,-37,1
-1,-93,1
81,379,1
305,-665,1
-281.5,678,1
344,-346.5,1
261.5,630,1
-608.5,-238,1
-555.5,-733.5,0
-738.5,102.5,1
69.5,-799.5,0
-198.5,-72,1
836.5,46.5,0
990.5,114.5,0
773,-520.5,0
685.5,329,1
793,165.5,0
-758.5,574,0
317.5,975,0
-736,-603.5,0
-365.5,-322,1
-109.5,-664.5,1
-263,1,1
-376,97,1
-680,378,1
830.5,-542.5,0
769.5,-11,1
614.5,-302.5,1
-407.5,138.5,1
950.5,634.5,0
-796.5,-506,0
-640.5,-441.5,1
-766.5,100.5,1
-186,23,1
825,-112,0
-60,638.5,1
9,716.5,1
-146.5,-49,1
430,-830,0
-280,-220,1
168.5,254.5,1
-750.5,798.5,0
-643,400,1
-605,126,1
369,-958.5,0
587.5,-619,0
-935.5,439,0
-83,859,0
-452,-364.5,1
292,-359.5,1
-858.5,-133,0
-729.5,740,0
542,-808.5,0
-578,-814.5,0
463.5,-837.5,0
-640,-895.5,0
502.5,647.5,0
828,-378,0
-154.5,727,1
-676.5,923.5,0
-131.5,-176.5,1
408,-890.5,0
-163,362.5,1
-871,382.5,0
762,870,0
-372,-483,1
298.5,550.5,1
557.5,603,0
-908,-812,0
-297,-287,1
32,45.5,1
-529.5,690,0
-401,115,1
-310.5,-487.5,1
-137,589,1
575.5,573,0
161.5,-181,1
-589,277.5,1
498,93,1
-172.5,222,1
-8,929.5,0
487,-85,1
-874,-982.5,0
-741.5,-161,1
853.5,143.5,0
668.5,196.5,1
650.5,124.5,1
329,350.5,1
-392,-457.5,1
419,-275.5,1
-439.5,-967.5,0
-497,333,1
-257.5,326,1
-802,-38.5,0
588,843,0
-690,-589,0
875,854.5,0
-498,829.5,0
-124,83.5,1
787.5,-454.5,0
-963.5,-771.5,0
500.5,165.5,1
377.5,340,1
588,-332,1
-941,-409.5,0
-17,-786.5,1
-879.5,-923.5,0
482.5,332,1
60,-814,0
-230,-754,1
-359,953,0
-384,-559,1
-222.5,-491.5,1
-578.5,33.5,1
782.5,-970.5,0
187.5,-657.5,1
-707.5,362,1
-22.5,637,1
-541.5,-905.5,0
-284.5,972,0
-493,475.5,1
515,710,0
-50,-401,1
666,123.5,1
-961.5,-84,0
-173.5,-957.5,0
710,-744,0
961.5,634,0
921,74.5,0
-831.5,-660,0
599,-414,1
-747,299.5,0
-438.5,-593,1
127,-600,1
984,727,0
-154.5,574.5,1
-857.5,317.5,0
-682.5,-139.5,1
-368,-533.5,1
-442,902.5,0
-176,-888.5,0
11.5,537,1
827.5,-439.5,0
-706,542,0
-71,608.5,1
-516.5,-475.5,1
62.5,461,1
792,-641,0
-270,300.5,1
-155,88,1
-424.5,-56,1
-18.5,-451,1
-819.5,628,0
84,935.5,0
234,-904,0
-394,816,0
477,-475.5,1
679,518,0
986.5,925,0
580.5,85.5,1
-613,-274,1
591,283,1
-323,990.5,0
481.5,356.5,1
28,84.5,1
-307,-726.5,1
-820,-479,0
-871.5,-652,0
687,509.5,0
-133.5,-545.5,1
364.5,482,1
-941,41,0
-507,-756.5,0
23,510.5,1
-367.5,-387,1
-263.5,136.5,1
-920.5,-136,0
-314,-389.5,1
778.5,336.5,0
690,-775.5,0
-429,760,0
-977,809,0
-913.5,343.5,0
583,-194.5,1
-30,-838.5,0
308,775.5,0
-386,726.5,0
-973.5,637.5,0
650.5,-552,0
457,-672.5,0
227,232.5,1
-949.5,860.5,0
-250.5,-60.5,1
-329,640,1
-304,-772.5,0
628.5,-345.5,1
-248,-189.5,1
-984,-866.5,0
-779.5,463,0
95.5,-937,0
-306.5,-998,0
393,-279,1
-294,-763,0
-139,825,0
274,-69,1
-423.5,-864,0
-650,831,0
-816.5,31.5,0
105,670,1
566.5,-724.5,0
100,414,1
-646,920,0
704.5,187.5,1
561.5,662,0
-652,-9.5,1
425,-191,1
928,525,0
-670.5,984,0
-28,906.5,0
-7,-355,1
-75,-191.5,1
746.5,-180,1
34.5,-654.5,1
9,675.5,1
682.5,929,0
-692.5,787,0
-660.5,565.5,0
291,716,1
-772.5,323,0
181,-882,0
-76.5,623.5,1
543.5,-725.5,0
-842.5,-173,0
-884,218.5,0
83.5,281.5,1
543.5,-597,0
668,-577.5,0
42.5,76,1
436.5,322.5,1
930,-615.5,0
-484.5,-271,1
373,-324.5,1
-334,-51.5,1
60,681,1
-125,-888.5,0
-705,706,0
-36.5,-634,1
727.5,855.5,0
83,-637.5,1
585.5,-395.5,1
715,-986,0
127,788,1
97.5,389.5,1
908,-904,0
742,122.5,1
-347.5,954.5,0
92,-21,1
766.5,804,0
-76,842,0
-232,82,1
66.5,764.5,1
-947,544,0
833.5,-210,0
-477,871,0
-667.5,107,1
661.5,-435,1
-963,-224,0
278,-253.5,1
737.5,-709,0
381.5,-558,1
439,806,0
560,460,1
791,81.5,1
85.5,-676,1
281.5,289,1
270,722.5,1
-122.5,-527.5,1
766,374,0
-396,48.5,1
405.5,95.5,1
891,-592,0
-184,-69,1
811,-894.5,0
432,-893,0
973,-751.5,0
-276.5,861,0
510,-41.5,1
-421.5,140,1
533.5,-917.5,0
-983,527.5,0
-158,-19,1
406.5,-423,1
251,501,1
286,178.5,1
-76.5,-207.5,1
-79,156,1
-116.5,349,1
-938.5,247.5,0
375.5,-96,1
883,799,0
-649,984.5,0
347.5,543,1
-641,-614,0
521.5,-11,1
-427.5,-251,1
782,-496.5,0
535.5,-492,1
722,-685,0
65.5,60.5,1
-373,-606,1
123,753.5,1
-631,547.5,0
219,357,1
427.5,970,0
-956,-476,0
316,276,1
-705.5,-728.5,0
-556.5,-909,0
724,856,0
-892.5,930,0
-967,766.5,0
-870.5,943,0
-411.5,524,1
-95.5,-22,1
967,-342,0
50,-939.5,0
733.5,-929,0
-821,913,0
-842,-895.5,0
118.5,494,1
-576,370,1
369,-428,1
985.5,53,0
-55.5,191.5,1
-359,37.5,1
219,-493,1
-312,-175,1
-953,954.5,0
-266.5,342.5,1
-478.5,380,1
-944.5,-821.5,0
-255.5,-585,1
-115.5,186,1
833.5,-4,0
831.5,-547.5,0
-249.5,16,1
-165.5,817.5,0
-99.5,-1.5,1
253.5,-234.5,1
13.5,-506.5,1
97,458.5,1
462,-518.5,1
417,528,1
289.5,739,1
388.5,477,1
-741.5,-793.5,0
567.5,-131.5,1
-23,-965,0
472.5,917,0
-21,870.5,0
-8.5,-131,1
48.5,-567.5,1
-361,984.5,0
-541,-247.5,1
-93.5,-393,1
-287.5,-394,1
125.5,-676.5,1
-545,525,1
-139.5,-638.5,1
400.5,216,1
844,864,0
-928,-259.5,0
-492.5,136.5,1
138,-467.5,1
660.5,-472,0
118,132,1
-575,544,1
-924.5,-991.5,0
641,578,0
-110.5,-983,0
236.5,-514.5,1
-498.5,-29,1
755.5,732.5,0
-7.5,488.5,1
-192.5,-112.5,1
130,-569.5,1
841.5,-20,0
-39.5,67.5,1
257.5,-457.5,1
-247,-780,0
-584.5,-564,0
909.5,-972,0
-654,295,1
-78,261,1
-367.5,600.5,1
695.5,163,1
-8.5,-113,1
-427,-270,1
334,961.5,0
-79.5,-705.5,1
352,-349,1
-457,-54.5,1
-551,985.5,0
-902.5,-46,0
370,-111.5,1
-961,-253,0
849.5,-302,0
-772,848.5,0
-935,136,0
255,350.5,1
678,325,1
157,-565.5,1
-285.5,-767,0
-614,-635,0
739,245.5,1
376,66.5,1
-177.5,98.5,1
-16.5,762,1
221.5,606.5,1
870.5,-38.5,0
-812.5,-875.5,0
675.5,537.5,0
973,-675.5,0
807,-6,0
-408,-630,1
524.5,108,1
407,-263.5,1
593.5,-327.5,1
-936,-724.5,0
780,-129.5,1
251.5,790.5,0
130.5,127,1
302,41.5,1
783.5,579.5,0
-18.5,656,1
-729.5,956.5,0
-496,-122.5,1
-609.5,-531,0
-266.5,-438,1
609.5,-645,0
-464,498,1
-393,523,1
578,840,0
820,-745.5,0
260.5,705.5,1
-833,226.5,0
706,-592.5,0
958,-394,0
356.5,-810,0
-161,816.5,0
-272,534,1
-622,-322,1
-920,-952,0
108,456.5,1
-414,305.5,1
-567.5,-583,0
59,-4,1
-199,-72.5,1
-746,897,0
831,-716,0
-395,313.5,1
-905.5,-919.5,0
-39,-669,1
598.5,217.5,1
204,803,0
302,-772,0
855,115.5,0
-643,-472.5,1
904,-144.5,0
631.5,741.5,0
-240,304,1
-614,-646,0
-942,640.5,0
667,-199,1
-541,495.5,1
-797,-104.5,0
442.5,-908.5,0
593.5,-750,0
-829.5,-71.5,0
-842.5,-935,0
310.5,133,1
-793,568,0
598.5,766.5,0
492.5,-250,1
-225,-896,0
468,-147,1
-907,-527.5,0
686.5,-457.5,0
664.5,958.5,0
-803,-38,0
133,-826,0
-152,-854.5,0
-451,-139.5,1
744.5,-898.5,0
-893.5,-749.5,0
-925.5,-236.5,0
985,-27,0
-599.5,-308,1
899.5,386.5,0
-301.5,415.5,1
385.5,266.5,1
-25,326,1
-823.5,-227,0
-585,-303.5,1
-903,-278,0
862,869.5,0
-114.5,617,1
-93,516.5,1
-960,915,0
-490.5,93,1
730,509,0
193,-260.5,1
610.5,-547.5,0
-990.5,-567.5,0
829.5,437,0
-807.5,-927.5,0
-223,-45.5,1
216,-874.5,0
-218.5,-210,1
-25,741.5,1
-506.5,-575,1
39.5,-619,1
-725,917,0
145.5,42,1
789.5,660.5,0
-906.5,-588.5,0
206,434.5,1
-451.5,-683,0
-854,199.5,0
-246.5,-293.5,1
-49,470.5,1
-215,29,1
225.5,-309.5,1
-6,-647.5,1
231,678,1
579.5,215,1
-604,435,1
622,32,1
522.5,723.5,0
910,784.5,0
628.5,-170.5,1
246,353.5,1
628.5,156.5,1
-63.5,-482,1
-620,133.5,1
328,726.5,1
-345.5,513,1
-822,-494,0
674,-969,0
-493,-597.5,1
787,-716,0
-130,224.5,1
383,-984,0
-226,-569,1
-659.5,120.5,1
-974,-650.5,0
193,-501.5,1
654,-922,0
3.5,646,1
-859,551.5,0
-332.5,-315,1
-36.5,-645.5,1
927,-115.5,0
-465.5,665,0
-741,-764,0
12,831.5,0
-385.5,-586,1
-284.5,-439.5,1
397.5,545,1
-943,867,0
60,152,1
-334.5,-934.5,0
-795.5,-972.5,0
716,603.5,0
-403.5,-748,0
264,271,1
-428.5,719,0
641,-255.5,1
391,246.5,1
696.5,-912,0
-972,949.5,0
466.5,-379,1
-444,-790.5,0
-460,-24,1
-956.5,-48.5,0
432.5,-81,1
213.5,-233,1
783,26.5,1
343,623.5,1
576,135,1
-561.5,640.5,0
896,949,0
-584.5,782,0
449,-976,0
-228,746,1
16.5,-753.5,1
646.5,-941,0
-294,813,0
-316,-819,0
142.5,-785,1
766.5,-926,0
-304,-989,0
513,524.5,1
-711,549.5,0
-441,973,0
458.5,594,1
-969.5,-132.5,0
135,217,1
-582.5,827,0
-393.5,-147,1
-429.5,75.5,1
-646.5,-502.5,0
289,-639.5,1
-130.5,540,1
721.5,-306,1
-244.5,125.5,1
151.5,57.5,1
950.5,-617.5,0
-630,325.5,1
521,-41,1
-944,856.5,0
611,-297.5,1
841,-543.5,0
334,-149.5,1
-338,-495,1
926.5,317,0
777,-910,0
-625,-591,0
-599.5,352,1
-910.5,717.5,0
132,402.5,1
-370,-714,0
-164,-795.5,0
-817.5,765,0
328,216.5,1
-766,-340,0
-781,259.5,0
-217,-389.5,1
441,-309,1
0.5,-24,1
-290.5,-906.5,0
18.5,482,1
307.5,-936,0
-3.5,-897.5,0
-177.5,884.5,0
-314,597.5,1
780,216,0
268,221,1
-173,-272.5,1
-378.5,3,1
-293.5,377.5,1
-56,276,1
103.5,81.5,1
479.5,931.5,0
94.5,-769.5,1
-574,91,1
-107.5,883,0
644,212,1
81,309,1
387.5,-353,1
-863,492,0
-373.5,-344,1
-181,199.5,1
-323.5,351.5,1
61.5,-964.5,0
679,-763.5,0
-114.5,-801.5,0
-211,-653,1
-104,-818.5,0
-917.5,377,0
848,-648.5,0
142,844,0
20,-560,1
785,-425,0
-609,-676.5,0
-942,-6,0
-374.5,227.5,1
-680,-720.5,0
-697.5,-592.5,0
206.5,-156.5,1
-554.5,845,0
-117,95,1
0.5,-623,1
-701.5,-133,1
938.5,-56,0
356,-879,0
859,-134.5,0
991.5,-283.5,0
985.5,-131.5,0
-860.5,802,0
-532.5,-672,0
271.5,-838,0
-241,262,1
67.5,779.5,1
-509.5,125,1
490.5,-145.5,1
541.5,-828,0
-46.5,-123,1
-489.5,352.5,1
-841.5,-278,0
652.5,-297.5,1
343,-549.5,1
308,-671.5,1
-439,-796.5,0
-841,392,0
-861,800,0
-485.5,105,1
511.5,125.5,1
-776,-806.5,0
-978,779.5,0
-913,354.5,0
265,174,1
900.5,-306.5,0
-234,353,1
576.5,298.5,1
-842,810.5,0
817.5,-650.5,0
727,502,0
-483,771.5,0
392.5,-614.5,1
190,633,1
725.5,-702,0
-910,851,0
209.5,972.5,0
135,-881,0
841.5,-129.5,0
970.5,-928,0
-57,743.5,1
351.5,-564.5,1
718,751.5,0
-48,719.5,1
261.5,84,1
184,-933,0
-784.5,248.5,0
-707,751,0
106,-891,0
279,593,1
-893.5,373,0
507,-890,0
-488,703,0
-33.5,832.5,0
-403.5,348.5,1
390,-57.5,1
728.5,-418,0
-442,-201,1
-932,234.5,0
-265.5,-443.5,1
-335,-422,1
-116.5,-366.5,1
66.5,-622,1
-749.5,2.5,1
175.5,-822.5,0
-768,289.5,0
79,454.5,1
-310.5,562,1
165,550.5,1
736,119.5,1
369,-399.5,1
-990.5,-36.5,0
-1.5,906.5,0
959.5,-606,0
368.5,-201,1
-922,-758,0
993,-581,0
-224,711,1
912,260,0
264.5,938,0
-430,766,0
-894.5,214.5,0
311,-993,0
95.5,807.5,0
767.5,339.5,0
-194.5,-683.5,1
-343.5,583.5,1
-579,868,0
-386.5,-288.5,1
-299.5,282.5,1
-733,-124,1
-690,-356.5,1
980,-170,0
434.5,-912.5,0
107.5,-121.5,1
947,82.5,0
-434.5,785,0
-20.5,634,1
-697,-568.5,0
-909.5,269,0
779,570,0
642,-51,1
-18.5,-810.5,0
431.5,-790.5,0
759.5,-360,0
-405,-149,1
704.5,-510.5,0
-313.5,555,1
-890,128.5,0
992.5,704.5,0
-165.5,-10.5,1
-533,-495.5,1
174,-307,1
12,-524,1
762.5,-804,0
-676.5,-306.5,1
-166,460.5,1
731.5,-573.5,0
-614.5,976,0
611.5,980.5,0
730,358,0
754.5,-643.5,0
575,-614.5,0
-993.5,853,0
-542,427,1
-251,-332,1
197.5,-127,1
-24.5,-575,1
-526.5,-456.5,1
707,-74,1
291.5,-495.5,1
-582,-437,1
-683.5,-210,1
-831.5,238,0
-320,-588,1
-953.5,-408,0
820,-653.5,0
-849,785.5,0
-591,682,0
739,506,0
655,-658.5,0
-976.5,67.5,0
-527.5,-983,0
-323,156,1
175,539,1
-150,-554.5,1
954,164.5,0
-721,-776.5,0
-484.5,-890.5,0
674.5,-912.5,0
-99.5,338,1
985,-295.5,0
-348,221,1
182,41.5,1
467,-304,1
504.5,-245.5,1
-758.5,-682.5,0
954,121.5,0
78,-741,1
-600.5,493,1
-564,-349.5,1
997.5,-669.5,0
-166,420,1
-332,330.5,1
857,-362,0
-880,453.5,0
-517,373,1
-119,-598.5,1
-527.5,-276,1
606,345,1
-449,-301.5,1
-534.5,678.5,0
-153.5,-597.5,1
-359.5,-672.5,1
-68.5,-619,1
79.5,-883,0
-587,-35,1
84.5,470.5,1
816,-899.5,0
-804.5,837,0
930,914,0
291,142.5,1
-130.5,580.5,1
8,431.5,1
90.5,-636.5,1
206,595.5,1
-479.5,-36,1
213,713,1
-597.5,205.5,1
-737.5,-694,0
-929.5,55.5,0
789.5,-245,0
-936,-174.5,0
417.5,85,1
687,385.5,1
-141,-891,0
137,-530.5,1
700,6.5,1
590.5,186.5,1
373.5,-189,1
324,421,1
494.5,-368.5,1
-419,-203.5,1
204,-269,1
965.5,-854,0
68,-535.5,1
-103.5,384,1
895,935,0
-176,386,1
-530.5,903,0
-48.5,-733,1
305.5,-576.5,1
605.5,867.5,0
-800.5,-881,0
-523.5,-980,0
-795.5,16,1
-509.5,596,1
-901.5,-936.5,0
380,270,1
53,551,1
-141,-223.5,1
-400,939.5,0
414.5,-393.5,1
892.5,-132,0
-805.5,965.5,0
465,918.5,0
399,-47,1
719,-813,0
950,-746.5,0
-517.5,636.5,0
496,578.5,1
759.5,375.5,0
-823,840.5,0
394.5,-579.5,1
597,281.5,1
-116,-601.5,1
982.5,-662.5,0
886,-592,0
762,-29,1
-596.5,87,1
713,-65.5,1
864,217,0
-623,-559.5,0
-699.5,-500.5,0
-354,-384,1
-47.5,-752.5,1
558.5,396.5,1
-851,-324.5,0
69,166.5,1
-576.5,576,0
-551,-314.5,1
-104,-361,1
213.5,604,1
-663,-616.5,0
624,-105.5,1
137.5,-856.5,0
405,-284,1
804.5,-852.5,0
-730,943,0
-159,757.5,1
-954.5,655,0
293.5,-380,1
681,-267,1
688.5,728.5,0
-166,-298.5,1
54.5,475,1
94.5,828.5,0
542.5,-3,1
201,957,0
918,-649,0
-949,19,0
653.5,-411.5,1
57.5,-306.5,1
-842,-736.5,0
-785.5,634,0
-3,760,1
-722.5,-730.5,0
759,7.5,1
-73.5,988,0
603.5,-847.5,0
-244.5,-722.5,1
-113.5,966.5,0
-465.5,3.5,1
-106.5,143,1
-223,-844,0
-986,281.5,0
937.5,-572,0
460.5,-853,0
-733,321,0
682,-358,1
-928,-171,0
959.5,226.5,0
143.5,-435,1
760.5,538.5,0
41,-57,1
-564,922.5,0
701,-178.5,1
750,-809.5,0
-229.5,-373.5,1
-31.5,610.5,1
-413,-975.5,0
-218,-140,1
352,-402,1
113,-89.5,1
-792,-313.5,0
-517,104,1
-644.5,-137,1
-121,573,1
-593,-365.5,1
-374.5,159,1
331.5,172.5,1
-256,-341.5,1
691.5,-339,1
127,281,1
677.5,559,0
-330,-432,1
-769,-750,0
-888.5,456,0
198,-519,1
-354,47.5,1
882,529,0
-620,-755,0
-422.5,252.5,1
-871.5,-858.5,0
804.5,850.5,0
694.5,-225.5,1
439,-424.5,1
-272.5,925,0
432.5,882,0
-132,621.5,1
802,-804,0
-560,-504,1
-180,163,1
-168.5,-776.5,1
-826.5,518,0
-564,-139.5,1
-231.5,726.5,1
-828.5,437,0
-560.5,475,1
-350,718.5,1
-943,-550,0
145,-342,1
-940.5,818,0
-392,-543.5,1
-439.5,-543,1
426,860.5,0
25.5,860.5,0
-93,592.5,1
-896.5,491,0
-920.5,-725.5,0
859.5,-304,0
818.5,130.5,0
483,909.5,0
811.5,-209,0
-618,-2,1
462,-219,1
523,109.5,1
314.5,-626.5,1
223.5,142.5,1
-643.5,699,0
736.5,-163,1
-653.5,-875.5,0
771,228,0
-664.5,718,0
-122.5,825,0
-43.5,-257,1
181,-146,1
-698,-246,1
176.5,214,1
-496,446,1
363,921,0
985.5,429.5,0
-61.5,-524.5,1
797.5,-401,0
669.5,225,1
-85,116,1
-740.5,404.5,0
553,562.5,1
-899.5,832,0
-378,-463,1
-307.5,554.5,1
326.5,380.5,1
-102,384,1
-562.5,342,1
-935.5,179.5,0
-688,523.5,0
385,832,0
-488,-344,1
906,215.5,0
-769.5,-557.5,0
-750.5,901,0
-859.5,-497,0
420.5,-591,1
687.5,-571.5,0
685.5,-782.5,0
308.5,-427.5,1
-515,-597.5,1
57.5,-310,1
-454,84,1
938.5,-531,0
407.5,-292.5,1
451.5,759,0
736,-236.5,1
993,-29,0
-852.5,339.5,0
550,-219.5,1
860.5,-477.5,0
-961,43.5,0
409.5,-506,1
-474.5,379,1
-172.5,954.5,0
429.5,-664,1
-982,564,0
361,-322.5,1
484,-110,1
-100,238,1
-140,-646.5,1
397,-686,1
587,-202.5,1
-261.5,985.5,0
-637.5,406,1
603.5,661.5,0
-529.5,737,0
200,-570.5,1
66.5,16,1
372.5,807.5,0
-633.5,289,1
984.5,689,0
-908,119,0
-412.5,986,0
-665,-245,1
-904,-809,0
751,559,0
-985,774,0
-349.5,-540.5,1
378,472.5,1
751,-936,0
692.5,-879.5,0
-442,-104.5,1
-324,-70.5,1
42.5,-534,1
119.5,325,1
-631.5,-123.5,1
642,-16.5,1
900,-735,0
-209.5,-736,1
959.5,-124.5,0
-513,-502.5,1
-955,122.5,0
117,873,0
361,350.5,1
-17.5,59.5,1
-208,-896,0
-630.5,-807.5,0
169.5,343.5,1
314,-740.5,0
997.5,962,0
-234,-514.5,1
434.5,292.5,1
776.5,-593,0
-540.5,897.5,0
-343.5,780.5,0
27.5,970,0
-752.5,343.5,0
971,-323.5,0
675.5,935.5,0
-473.5,796,0
226.5,806,0
780.5,-947,0
-522.5,789.5,0
113.5,-552,1
-57.5,234.5,1
-654,14,1
-665.5,767,0
475,-963.5,0
268.5,-601,1
-699,-678,0
-180,176,1
-605.5,-486.5,1
992,859,0
965,553,0
-852.5,-728,0
122.5,170.5,1
286,276,1
-576,223,1
-936,-986.5,0
185,-690,1
753,-649,0
-18.5,-516,1
-603,307,1
-746.5,-187.5,1
145.5,-730.5,1
98.5,516,1
264.5,432,1
-527,-431,1
623,255.5,1
-307.5,951.5,0
694.5,478,0
0,-955,0
347,-869.5,0
-400.5,755,0
-114.5,-824.5,0
143,906,0
422.5,-864.5,0
87.5,725,1
-109.5,-557.5,1
-843,221,0
-747,704.5,0
597.5,-48.5,1
-32,524,1
170,-259,1
-553.5,-129,1
287,46,1
775.5,896,0
-508.5,495.5,1
374,404.5,1
878.5,398.5,0
-986.5,-652,0
-408,794,0
384,119.5,1
494,803,0
-951.5,886,0
-661.5,-113,1
-606.5,874.5,0
554,505.5,1
-102,470,1
-131.5,-742,1
996.5,11,0
-160.5,-806.5,0
723.5,483.5,0
731,-834.5,0
791.5,749.5,0
262.5,726,1
330.5,628.5,1
558.5,-271.5,1
902,627,0
290,-890.5,0
-830,895,0
-871,474.5,0
-214,488.5,1
29,924,0
-85.5,950,0
-990.5,-874.5,0
880,285,0
220.5,783,0
-208,-56,1
-676.5,-408,1
-314.5,-318,1
-453.5,-80,1
-53,-709.5,1
-434,544,1
-154.5,-752.5,1
-134,998.5,0
-973,-475.5,0
683.5,27,1
-571,445.5,1
-621,-126.5,1
989.5,821.5,0
-559,-612,0
-975,-425.5,0
228.5,-158.5,1
53,-16,1
-910.5,543.5,0
-568,246.5,1
122,-872.5,0
22.5,-885,0
-506,204.5,1
158,-181.5,1
-206.5,-396,1
-216,51,1
788,-322,0
84.5,-675,1
-65,-786,1
-740,-168.5,1
340.5,982,0
-173,736,1
-969,-119,0
-706,-48.5,1
191,-274.5,1
-292,-260.5,1
-977.5,-18,0
-381,981.5,0
472.5,351.5,1
961,-208.5,0
773.5,490.5,0
600,-607,0
-931.5,-448.5,0
-65.5,-268.5,1
-231.5,-358.5,1
-270.5,765.5,0
680.5,-215,1
-661.5,-208,1
-495.5,11.5,1
52,536,1
-683,66.5,1
220,440,1
651,-720.5,0
152.5,279,1
-708,905.5,0
-725,216.5,1
-997,-503,0
229,-943,0
812,-403,0
497,194.5,1
-656.5,794,0
365.5,875,0
747,339,0
782,127.5,1
-873,551.5,0
207,664.5,1
-650.5,145.5,1
967.5,599.5,0
552,-427.5,1
997,640.5,0
